Name,Job History,Core Skills,Certifications,Education,Languages,Project History,Leadership Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Cognitive Style,Conflict Resolution Style,Work Environment Preference,Team Role Tendency,Risk Tolerance,Preferred Industry,Geographic Preference,Ideal Team Size,Career Aspiration,Work-Life Balance Preference,Matched Role
Jennifer Smith,Business Analyst (2 yrs); Business Analyst (2 yrs),"Python, SQL, Critical Thinking, Java","PMP, Certified Information Systems Security Professional (CISSP)","BEng Software Engineering, University of Florida","Mandarin, German",Software Engineer project: Outcome - Morph value-added web-readiness; Business Analyst project: Outcome - Repurpose scalable e-services,No,3.9,3.1,3.9,3.9,4.3,Analytical,Compromising,Flexible,Resource Investigator,Medium,Retail,Hybrid,Small (1-5),Leadership,High,IT Support Specialist
Mrs. Mary Smith PhD,Network Administrator (5 yrs); DevOps Engineer (1 yrs),"Team Leadership, AWS, Docker, Python","AWS Certified Solutions Architect, PMP","BA Business Administration, University of Florida","Japanese, French",Network Administrator project: Outcome - Extend world-class communities; Cloud Architect project: Outcome - Envisioneer cross-platform technologies,No,3.7,3.6,4.1,1.0,1.4,Creative,Competitive,Balanced,Shaper,Low,Education,Remote,Medium (6-15),Technical Expert,Moderate,Data Analyst
Patricia Moreno,Business Analyst (5 yrs); Network Administrator (2 yrs),"Problem Solving, Python, Time Management, Docker","AWS Certified Solutions Architect, CompTIA Security+","MBA, Carnegie Mellon University","Japanese, Spanish",Network Administrator project: Outcome - Leverage rich synergies; Software Engineer project: Outcome - Exploit end-to-end users,No,4.8,3.3,1.5,1.5,4.2,Analytical,Compromising,Balanced,Completer-Finisher,Low,Finance,On-site,Large (16+),Management,Low,DevOps Specialist
Joseph Sullivan,Project Manager (2 yrs); Security Analyst (1 yrs),"Python, AWS, Time Management, Communication","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","BA Business Administration, Carnegie Mellon University","Spanish, English",Data Scientist project: Outcome - Productize rich solutions; Software Engineer project: Outcome - Re-contextualize back-end mindshare,Yes,3.5,2.7,4.8,1.6,4.6,Analytical,Avoidant,Flexible,Coordinator,High,Manufacturing,Remote,Small (1-5),Technical Expert,High,DevOps Specialist
Helen Tran,Software Engineer (2 yrs); Business Analyst (4 yrs),"Communication, Python, Problem Solving, Team Leadership","Certified ScrumMaster (CSM), PMP","BEng Software Engineering, Carnegie Mellon University","German, English",Software Engineer project: Outcome - Deploy cross-platform interfaces; Security Analyst project: Outcome - Engage customized markets,No,1.2,4.0,2.4,2.8,3.4,Logical,Collaborative,Structured,Resource Investigator,Low,Finance,Hybrid,Large (16+),Management,High,IT Support Specialist
Christopher Davis,Security Analyst (3 yrs); Business Analyst (1 yrs),"SQL, Communication, Team Leadership, Python","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","BA Business Administration, Carnegie Mellon University","Japanese, Mandarin",Network Administrator project: Outcome - Morph vertical models; Security Analyst project: Outcome - Incubate extensible supply-chains,No,2.7,2.9,2.7,1.3,1.3,Logical,Collaborative,Structured,Completer-Finisher,Medium,Technology,On-site,Medium (6-15),Innovation,Low,Security Engineer
Ashlee Bennett,Network Administrator (2 yrs); Data Scientist (3 yrs),"SQL, AWS, Critical Thinking, Python","AWS Certified Solutions Architect, Cisco CCNA","MBA, University of Texas","German, English",Business Analyst project: Outcome - Grow dot-com channels; Security Analyst project: Outcome - Syndicate virtual bandwidth,Yes,2.8,1.7,2.2,4.2,2.5,Logical,Collaborative,Structured,Completer-Finisher,Low,Healthcare,On-site,Medium (6-15),Leadership,Low,Security Engineer
Jason Russell,Project Manager (4 yrs); Data Scientist (1 yrs),"AWS, Time Management, Communication, Team Leadership","PMP, Certified Information Systems Security Professional (CISSP)","BSc Computer Science, University of California","Japanese, German",DevOps Engineer project: Outcome - Exploit world-class vortals; Network Administrator project: Outcome - Brand plug-and-play e-markets,No,1.7,1.5,4.9,3.7,2.3,Intuitive,Compromising,Balanced,Coordinator,Low,Healthcare,Remote,Medium (6-15),Management,Low,Data Analyst
Mary Johnston,Software Engineer (1 yrs); Cloud Architect (5 yrs),"Problem Solving, Team Leadership, SQL, Critical Thinking","CompTIA Security+, PMP","BEng Software Engineering, University of Florida","Spanish, Mandarin",Project Manager project: Outcome - Disintermediate next-generation schemas; Software Engineer project: Outcome - Harness synergistic info-mediaries,No,2.6,1.1,2.7,1.5,4.8,Analytical,Collaborative,Balanced,Implementer,Low,Manufacturing,Hybrid,Large (16+),Leadership,Low,Data Analyst
Omar Ballard,Security Analyst (4 yrs); Cloud Architect (4 yrs),"Python, Problem Solving, Java, Critical Thinking","Certified Information Systems Security Professional (CISSP), PMP","BA Business Administration, University of California","French, Japanese",Data Scientist project: Outcome - Leverage value-added markets; Security Analyst project: Outcome - Implement enterprise models,Yes,2.0,1.5,2.1,3.1,2.1,Intuitive,Compromising,Structured,Implementer,High,Manufacturing,Hybrid,Medium (6-15),Technical Expert,Moderate,Data Analyst
Jennifer Moore,Business Analyst (1 yrs); Data Scientist (5 yrs),"SQL, Problem Solving, Communication, Java","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","BA Business Administration, MIT","English, Japanese",Business Analyst project: Outcome - Deploy granular info-mediaries; Project Manager project: Outcome - Revolutionize next-generation vortals,Yes,2.7,3.6,3.0,2.2,4.4,Logical,Competitive,Flexible,Shaper,Low,Healthcare,On-site,Large (16+),Innovation,Low,IT Support Specialist
Willie Alexander,Security Analyst (4 yrs); Network Administrator (5 yrs),"Python, Docker, Communication, Problem Solving","PMP, Certified Information Systems Security Professional (CISSP)","BEng Software Engineering, Stanford University","French, German",Cloud Architect project: Outcome - Productize customized convergence; Security Analyst project: Outcome - Embrace transparent technologies,No,4.1,1.7,2.5,4.1,3.4,Intuitive,Compromising,Flexible,Coordinator,High,Finance,On-site,Medium (6-15),Leadership,Low,Product Owner
Michael White,Cloud Architect (2 yrs); Security Analyst (2 yrs),"Critical Thinking, Docker, Team Leadership, AWS","CompTIA Security+, PMP","MSc Data Science, University of Florida","French, Japanese",Network Administrator project: Outcome - Implement innovative web services; Business Analyst project: Outcome - Aggregate best-of-breed experiences,No,1.4,2.5,1.6,3.7,2.4,Creative,Compromising,Flexible,Completer-Finisher,Medium,Manufacturing,On-site,Medium (6-15),Leadership,Moderate,Security Engineer
Olivia Francis,Project Manager (3 yrs); Data Scientist (3 yrs),"Team Leadership, Python, SQL, Problem Solving","Certified ScrumMaster (CSM), Certified Information Systems Security Professional (CISSP)","MSc Data Science, University of Florida","Spanish, English",Cloud Architect project: Outcome - Seize robust users; DevOps Engineer project: Outcome - Re-contextualize cross-platform partnerships,Yes,4.2,2.5,2.9,2.1,4.0,Analytical,Collaborative,Structured,Completer-Finisher,Low,Education,Remote,Large (16+),Technical Expert,Moderate,DevOps Specialist
Franklin Wagner,Software Engineer (1 yrs); Security Analyst (1 yrs),"Python, Team Leadership, Java, Docker","CompTIA Security+, AWS Certified Solutions Architect","BA Business Administration, MIT","Japanese, Mandarin",Project Manager project: Outcome - Incubate leading-edge synergies; DevOps Engineer project: Outcome - Implement best-of-breed roi,No,4.9,4.1,3.1,4.5,3.5,Creative,Competitive,Structured,Completer-Finisher,High,Technology,Hybrid,Medium (6-15),Management,High,QA Engineer
Latasha Acosta,DevOps Engineer (4 yrs); Security Analyst (1 yrs),"Docker, Problem Solving, Python, Team Leadership","Cisco CCNA, CompTIA Security+","MBA, Stanford University","English, Spanish",Security Analyst project: Outcome - Target world-class bandwidth; Data Scientist project: Outcome - Seize one-to-one models,Yes,1.4,4.6,1.3,2.7,2.8,Analytical,Collaborative,Balanced,Completer-Finisher,Medium,Manufacturing,Hybrid,Medium (6-15),Management,Moderate,Backend Developer
Lisa Gonzales,Project Manager (4 yrs); Business Analyst (2 yrs),"Docker, Time Management, Communication, Team Leadership","Certified ScrumMaster (CSM), Certified Information Systems Security Professional (CISSP)","MBA, University of Florida","Mandarin, Japanese",Data Scientist project: Outcome - Expedite proactive deliverables; Business Analyst project: Outcome - Deploy synergistic synergies,No,3.7,4.7,3.3,3.0,4.7,Analytical,Compromising,Balanced,Shaper,High,Healthcare,Hybrid,Small (1-5),Management,Low,Security Engineer
Melissa Hale,DevOps Engineer (4 yrs); Data Scientist (4 yrs),"Team Leadership, Critical Thinking, Docker, Python","PMP, CompTIA Security+","BSc Information Systems, University of California","English, German",Data Scientist project: Outcome - Deploy killer infrastructures; Software Engineer project: Outcome - Brand 24/7 e-markets,Yes,2.7,4.6,3.3,1.7,1.1,Intuitive,Competitive,Flexible,Coordinator,Medium,Healthcare,On-site,Small (1-5),Technical Expert,Low,Security Engineer
Brian Mccarthy,Data Scientist (1 yrs); Data Scientist (3 yrs),"AWS, Communication, Docker, Problem Solving","PMP, Certified ScrumMaster (CSM)","BSc Information Systems, Carnegie Mellon University","German, Mandarin",Data Scientist project: Outcome - Expedite leading-edge e-tailers; Security Analyst project: Outcome - Drive user-centric niches,No,3.0,1.4,2.4,4.8,3.0,Creative,Avoidant,Structured,Coordinator,Medium,Healthcare,Remote,Medium (6-15),Innovation,Moderate,Systems Architect
Jennifer Sandoval,Business Analyst (5 yrs); DevOps Engineer (2 yrs),"Docker, Critical Thinking, SQL, Java","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","BSc Computer Science, Carnegie Mellon University","German, English",Cloud Architect project: Outcome - Streamline bleeding-edge models; DevOps Engineer project: Outcome - Implement turn-key roi,No,2.9,2.5,3.7,4.6,4.0,Creative,Collaborative,Balanced,Resource Investigator,High,Finance,Hybrid,Small (1-5),Management,High,Backend Developer
Dr. Hayden Adams,Network Administrator (3 yrs); Business Analyst (1 yrs),"Problem Solving, AWS, SQL, Python","PMP, Certified Information Systems Security Professional (CISSP)","MBA, University of California","French, Mandarin",Software Engineer project: Outcome - Implement visionary markets; Network Administrator project: Outcome - Incubate web-enabled interfaces,Yes,3.7,2.0,2.9,3.5,1.7,Creative,Compromising,Balanced,Shaper,Medium,Technology,On-site,Small (1-5),Leadership,Moderate,Backend Developer
Connor Miller,Project Manager (2 yrs); DevOps Engineer (2 yrs),"Time Management, Java, Problem Solving, Critical Thinking","AWS Certified Solutions Architect, Cisco CCNA","BSc Information Systems, University of Florida","Spanish, Japanese",Cloud Architect project: Outcome - Utilize dynamic e-business; DevOps Engineer project: Outcome - Orchestrate distributed roi,Yes,3.8,4.1,4.1,4.6,2.1,Logical,Collaborative,Balanced,Implementer,Medium,Technology,Remote,Medium (6-15),Innovation,Moderate,Backend Developer
Leslie Mitchell,Data Scientist (2 yrs); Data Scientist (4 yrs),"SQL, Team Leadership, Python, AWS","Certified Information Systems Security Professional (CISSP), AWS Certified Solutions Architect","BSc Computer Science, Carnegie Mellon University","English, Mandarin",Software Engineer project: Outcome - Drive clicks-and-mortar deliverables; Network Administrator project: Outcome - Morph integrated e-markets,No,1.9,4.3,2.3,3.4,1.5,Logical,Collaborative,Flexible,Implementer,High,Manufacturing,Remote,Medium (6-15),Leadership,High,Product Owner
Colin Fox,Cloud Architect (3 yrs); Cloud Architect (2 yrs),"AWS, Communication, Problem Solving, Team Leadership","AWS Certified Solutions Architect, Cisco CCNA","MBA, University of California","French, Mandarin",Cloud Architect project: Outcome - Re-contextualize holistic niches; Software Engineer project: Outcome - Seize one-to-one web services,No,1.8,2.1,4.8,2.2,4.6,Intuitive,Competitive,Flexible,Shaper,Low,Healthcare,On-site,Medium (6-15),Leadership,Low,Data Analyst
Elizabeth Alexander,Data Scientist (3 yrs); Security Analyst (4 yrs),"Problem Solving, SQL, AWS, Docker","Cisco CCNA, CompTIA Security+","MBA, Stanford University","Spanish, French",Business Analyst project: Outcome - Exploit bricks-and-clicks metrics; Cloud Architect project: Outcome - Maximize out-of-the-box applications,No,2.2,2.9,4.0,4.7,4.1,Analytical,Compromising,Balanced,Shaper,Medium,Manufacturing,On-site,Medium (6-15),Leadership,Moderate,Backend Developer
Taylor Green,Business Analyst (3 yrs); Cloud Architect (5 yrs),"SQL, Docker, Communication, Time Management","Cisco CCNA, AWS Certified Solutions Architect","BEng Software Engineering, University of Florida","English, German",Software Engineer project: Outcome - Mesh viral e-services; Software Engineer project: Outcome - Innovate clicks-and-mortar synergies,No,3.1,1.1,5.0,4.7,2.0,Logical,Collaborative,Flexible,Completer-Finisher,High,Education,On-site,Large (16+),Management,Moderate,IT Support Specialist
Jeremy Davis,Software Engineer (4 yrs); Software Engineer (1 yrs),"Time Management, SQL, Problem Solving, Communication","Cisco CCNA, CompTIA Security+","BEng Software Engineering, Stanford University","French, Japanese",Data Scientist project: Outcome - Re-intermediate interactive eyeballs; Cloud Architect project: Outcome - Whiteboard efficient functionalities,No,3.1,1.2,2.6,3.2,1.2,Logical,Avoidant,Flexible,Resource Investigator,Medium,Healthcare,Hybrid,Small (1-5),Innovation,Moderate,Data Analyst
Mrs. Christina Wilson,Software Engineer (1 yrs); DevOps Engineer (3 yrs),"Java, SQL, Python, Communication","AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP)","BA Business Administration, Stanford University","Spanish, Mandarin",Business Analyst project: Outcome - Engage value-added schemas; Business Analyst project: Outcome - Implement enterprise vortals,Yes,3.9,1.6,1.5,4.5,2.5,Creative,Collaborative,Balanced,Shaper,High,Finance,Remote,Small (1-5),Management,Moderate,Product Owner
Holly Pratt,Software Engineer (4 yrs); Software Engineer (1 yrs),"Docker, Problem Solving, AWS, SQL","Certified Information Systems Security Professional (CISSP), CompTIA Security+","BEng Software Engineering, Carnegie Mellon University","English, Mandarin",Security Analyst project: Outcome - Expedite vertical convergence; Business Analyst project: Outcome - Synergize impactful convergence,Yes,3.9,3.4,3.9,4.7,4.8,Analytical,Avoidant,Flexible,Implementer,Low,Education,Remote,Large (16+),Management,High,Data Analyst
April Guzman,Project Manager (3 yrs); Data Scientist (4 yrs),"SQL, Problem Solving, Python, AWS","AWS Certified Solutions Architect, CompTIA Security+","BSc Information Systems, Carnegie Mellon University","Mandarin, French",Data Scientist project: Outcome - Engage 24/365 users; Cloud Architect project: Outcome - Revolutionize killer convergence,Yes,3.7,4.4,2.2,1.3,2.3,Analytical,Competitive,Balanced,Shaper,Medium,Finance,Hybrid,Medium (6-15),Management,Moderate,Security Engineer
Douglas Williams,Network Administrator (5 yrs); Security Analyst (2 yrs),"Critical Thinking, Python, Java, Time Management","AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP)","BSc Information Systems, MIT","German, French",Cloud Architect project: Outcome - Matrix magnetic niches; Data Scientist project: Outcome - Monetize leading-edge technologies,No,4.8,3.2,4.4,2.8,1.9,Intuitive,Avoidant,Flexible,Implementer,Medium,Manufacturing,On-site,Small (1-5),Innovation,High,IT Support Specialist
Timothy Edwards,Software Engineer (4 yrs); Network Administrator (4 yrs),"Java, Docker, Team Leadership, Critical Thinking","CompTIA Security+, Certified ScrumMaster (CSM)","MBA, Stanford University","German, Japanese",Project Manager project: Outcome - Deliver granular models; Software Engineer project: Outcome - Optimize distributed supply-chains,No,3.9,3.8,4.9,4.2,1.7,Logical,Avoidant,Balanced,Shaper,Low,Finance,Hybrid,Medium (6-15),Innovation,High,IT Support Specialist
Abigail Smith,Cloud Architect (2 yrs); Software Engineer (2 yrs),"Critical Thinking, Python, Team Leadership, SQL","Cisco CCNA, Certified Information Systems Security Professional (CISSP)","MBA, University of Texas","Japanese, Mandarin",Cloud Architect project: Outcome - Enhance open-source deliverables; Data Scientist project: Outcome - Whiteboard customized e-markets,No,2.9,2.6,4.3,3.0,1.6,Creative,Compromising,Structured,Shaper,High,Manufacturing,Remote,Small (1-5),Innovation,High,Backend Developer
Veronica Becker,Data Scientist (5 yrs); Cloud Architect (2 yrs),"AWS, Critical Thinking, Time Management, Communication","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","BSc Information Systems, University of Texas","German, Mandarin",Business Analyst project: Outcome - Mesh visionary applications; Software Engineer project: Outcome - Innovate cutting-edge systems,Yes,2.3,4.2,2.9,3.3,4.6,Analytical,Compromising,Balanced,Coordinator,Medium,Manufacturing,Hybrid,Small (1-5),Management,High,DevOps Specialist
Daisy Nelson,Project Manager (3 yrs); DevOps Engineer (3 yrs),"SQL, Java, Time Management, Communication","AWS Certified Solutions Architect, CompTIA Security+","BSc Computer Science, Carnegie Mellon University","Spanish, Mandarin",Network Administrator project: Outcome - Aggregate holistic markets; Business Analyst project: Outcome - Re-intermediate intuitive mindshare,Yes,3.3,2.7,2.6,4.0,4.0,Logical,Compromising,Balanced,Implementer,Medium,Retail,Remote,Medium (6-15),Leadership,High,Systems Architect
Stephen Hall,Cloud Architect (1 yrs); Security Analyst (4 yrs),"Docker, SQL, Team Leadership, Critical Thinking","PMP, CompTIA Security+","BEng Software Engineering, Stanford University","French, Japanese",Data Scientist project: Outcome - Target value-added partnerships; DevOps Engineer project: Outcome - Transform granular communities,Yes,3.2,4.9,3.6,1.7,3.3,Logical,Compromising,Balanced,Completer-Finisher,Low,Education,Remote,Small (1-5),Management,High,Security Engineer
Nancy Franklin,Cloud Architect (1 yrs); Software Engineer (1 yrs),"SQL, Communication, AWS, Python","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","MBA, University of California","Japanese, English",Network Administrator project: Outcome - Disintermediate killer partnerships; Data Scientist project: Outcome - Empower mission-critical info-mediaries,No,3.7,1.3,5.0,4.6,3.5,Intuitive,Collaborative,Flexible,Completer-Finisher,Low,Technology,Hybrid,Small (1-5),Leadership,Moderate,Systems Architect
Roger Kim,Security Analyst (5 yrs); Network Administrator (3 yrs),"Critical Thinking, Time Management, Communication, Java","PMP, Cisco CCNA","BSc Information Systems, University of Texas","English, Mandarin",Data Scientist project: Outcome - Reinvent transparent metrics; Security Analyst project: Outcome - Optimize innovative info-mediaries,No,1.0,1.5,3.1,4.7,4.8,Analytical,Compromising,Flexible,Coordinator,Medium,Education,Remote,Small (1-5),Technical Expert,Low,IT Support Specialist
Kenneth Moore,Project Manager (5 yrs); Network Administrator (3 yrs),"Problem Solving, Java, Critical Thinking, AWS","CompTIA Security+, Certified ScrumMaster (CSM)","BSc Information Systems, University of Texas","Mandarin, Japanese",Network Administrator project: Outcome - Exploit compelling schemas; Security Analyst project: Outcome - Empower impactful supply-chains,Yes,4.0,3.3,1.9,4.4,1.1,Intuitive,Competitive,Balanced,Implementer,High,Finance,Hybrid,Medium (6-15),Leadership,High,Data Analyst
Dana Stewart,Software Engineer (3 yrs); Data Scientist (5 yrs),"Team Leadership, Python, Java, Problem Solving","PMP, Certified ScrumMaster (CSM)","MBA, University of California","French, Mandarin",Cloud Architect project: Outcome - Seize strategic supply-chains; Data Scientist project: Outcome - Grow granular supply-chains,Yes,2.9,1.6,3.3,1.5,4.6,Analytical,Compromising,Flexible,Coordinator,Low,Education,Hybrid,Medium (6-15),Innovation,Low,QA Engineer
Robert Gray,DevOps Engineer (3 yrs); Business Analyst (1 yrs),"Time Management, AWS, Critical Thinking, Communication","Cisco CCNA, Certified Information Systems Security Professional (CISSP)","BSc Information Systems, Carnegie Mellon University","German, Mandarin",Project Manager project: Outcome - Synergize seamless deliverables; Cloud Architect project: Outcome - Enable best-of-breed roi,Yes,4.8,1.8,2.5,1.2,4.5,Logical,Competitive,Balanced,Implementer,Low,Finance,Hybrid,Small (1-5),Management,Moderate,QA Engineer
Megan Hill,Software Engineer (5 yrs); Project Manager (2 yrs),"Communication, Python, Docker, Critical Thinking","PMP, Certified Information Systems Security Professional (CISSP)","BSc Computer Science, Stanford University","Japanese, Spanish",Network Administrator project: Outcome - E-enable compelling roi; Security Analyst project: Outcome - Monetize global eyeballs,No,4.4,3.5,4.3,3.2,3.9,Intuitive,Avoidant,Balanced,Shaper,High,Finance,Hybrid,Large (16+),Technical Expert,Moderate,DevOps Specialist
Justin Kennedy,Software Engineer (3 yrs); Data Scientist (4 yrs),"Problem Solving, Docker, Team Leadership, Java","Cisco CCNA, Certified Information Systems Security Professional (CISSP)","BEng Software Engineering, MIT","Spanish, Japanese",Network Administrator project: Outcome - Deliver revolutionary schemas; Security Analyst project: Outcome - Aggregate synergistic bandwidth,Yes,3.0,4.9,3.1,1.3,4.2,Creative,Avoidant,Balanced,Completer-Finisher,High,Technology,Hybrid,Large (16+),Leadership,High,Data Analyst
Samantha Brown MD,Data Scientist (5 yrs); Software Engineer (3 yrs),"Docker, Communication, Critical Thinking, AWS","PMP, Cisco CCNA","BA Business Administration, Stanford University","French, Mandarin",Software Engineer project: Outcome - Redefine dynamic content; Cloud Architect project: Outcome - Mesh leading-edge vortals,Yes,2.6,1.4,3.9,1.1,4.7,Logical,Collaborative,Balanced,Resource Investigator,High,Retail,On-site,Medium (6-15),Management,Moderate,QA Engineer
Alejandro Khan,Business Analyst (3 yrs); Security Analyst (4 yrs),"AWS, Problem Solving, Team Leadership, Python","Cisco CCNA, CompTIA Security+","MBA, University of California","Japanese, English",Business Analyst project: Outcome - Whiteboard wireless channels; Network Administrator project: Outcome - Orchestrate compelling schemas,No,2.0,4.8,4.8,2.9,1.3,Creative,Compromising,Flexible,Shaper,Low,Education,On-site,Medium (6-15),Innovation,Moderate,Backend Developer
Taylor Jones,Project Manager (3 yrs); Data Scientist (3 yrs),"Java, Python, Communication, Critical Thinking","Certified Information Systems Security Professional (CISSP), Cisco CCNA","MSc Data Science, Carnegie Mellon University","Japanese, French",Data Scientist project: Outcome - Empower revolutionary platforms; Security Analyst project: Outcome - Incubate compelling paradigms,No,3.1,1.6,4.9,2.3,3.2,Analytical,Avoidant,Balanced,Resource Investigator,High,Manufacturing,Remote,Small (1-5),Technical Expert,Moderate,QA Engineer
Cynthia Flores,Data Scientist (3 yrs); Software Engineer (4 yrs),"Time Management, Problem Solving, Docker, AWS","AWS Certified Solutions Architect, Cisco CCNA","MSc Data Science, MIT","Mandarin, English",Software Engineer project: Outcome - Integrate viral functionalities; Network Administrator project: Outcome - Harness viral portals,Yes,2.5,2.1,3.2,2.6,1.4,Creative,Compromising,Flexible,Implementer,Low,Finance,Hybrid,Large (16+),Leadership,Moderate,DevOps Specialist
Christopher Hardy,Cloud Architect (2 yrs); Project Manager (3 yrs),"Team Leadership, Python, Java, SQL","Certified Information Systems Security Professional (CISSP), PMP","BEng Software Engineering, University of Texas","German, English",Software Engineer project: Outcome - E-enable revolutionary applications; Security Analyst project: Outcome - Unleash robust eyeballs,Yes,3.5,4.6,2.4,4.9,4.1,Analytical,Compromising,Flexible,Implementer,Medium,Manufacturing,Hybrid,Medium (6-15),Management,High,DevOps Specialist
David Mills,Software Engineer (5 yrs); Security Analyst (4 yrs),"Communication, Team Leadership, Problem Solving, Critical Thinking","Certified ScrumMaster (CSM), AWS Certified Solutions Architect","BSc Computer Science, Stanford University","French, Japanese",Security Analyst project: Outcome - Facilitate proactive e-business; Software Engineer project: Outcome - Strategize wireless interfaces,Yes,3.3,3.3,4.5,2.9,1.0,Analytical,Collaborative,Balanced,Completer-Finisher,Medium,Healthcare,Hybrid,Small (1-5),Management,Moderate,DevOps Specialist
Jessica Fisher,Network Administrator (1 yrs); Project Manager (5 yrs),"Problem Solving, Team Leadership, Docker, Time Management","Certified Information Systems Security Professional (CISSP), PMP","BA Business Administration, University of California","Mandarin, Japanese",DevOps Engineer project: Outcome - Seize next-generation action-items; Project Manager project: Outcome - Seize magnetic web-readiness,Yes,4.0,2.0,2.7,2.9,3.6,Logical,Compromising,Structured,Completer-Finisher,High,Technology,On-site,Large (16+),Technical Expert,Low,DevOps Specialist
Taylor Garcia,DevOps Engineer (4 yrs); Software Engineer (2 yrs),"SQL, Critical Thinking, Python, Time Management","CompTIA Security+, Certified ScrumMaster (CSM)","BSc Information Systems, University of Texas","Spanish, Japanese",Project Manager project: Outcome - Harness world-class architectures; Software Engineer project: Outcome - Re-contextualize visionary solutions,No,1.6,2.7,4.3,2.1,3.9,Logical,Compromising,Flexible,Completer-Finisher,Low,Retail,Remote,Medium (6-15),Management,Low,Systems Architect
Donna Conley,Business Analyst (1 yrs); Security Analyst (2 yrs),"Communication, Java, Problem Solving, Team Leadership","CompTIA Security+, AWS Certified Solutions Architect","MSc Data Science, MIT","Spanish, Mandarin",Network Administrator project: Outcome - Embrace e-business metrics; Software Engineer project: Outcome - Matrix efficient e-business,Yes,3.4,2.7,2.9,2.0,1.9,Intuitive,Competitive,Structured,Shaper,High,Technology,Hybrid,Medium (6-15),Leadership,Low,Data Analyst
Rachel Morgan,Project Manager (1 yrs); Network Administrator (2 yrs),"Python, Communication, Time Management, Team Leadership","Cisco CCNA, PMP","BA Business Administration, MIT","Japanese, Mandarin",DevOps Engineer project: Outcome - Incentivize strategic experiences; Cloud Architect project: Outcome - Iterate 24/365 architectures,Yes,3.1,2.8,1.5,2.8,2.8,Logical,Compromising,Structured,Completer-Finisher,Medium,Technology,Remote,Large (16+),Leadership,High,QA Engineer
Devin Woods,Project Manager (3 yrs); DevOps Engineer (1 yrs),"Team Leadership, Time Management, Problem Solving, Java","Certified Information Systems Security Professional (CISSP), CompTIA Security+","BSc Computer Science, University of California","Mandarin, German",DevOps Engineer project: Outcome - Integrate compelling partnerships; Business Analyst project: Outcome - Exploit granular convergence,No,2.8,3.1,2.9,3.0,2.7,Creative,Competitive,Flexible,Resource Investigator,Medium,Technology,On-site,Medium (6-15),Leadership,Moderate,Product Owner
Sarah Garcia,Business Analyst (4 yrs); Cloud Architect (1 yrs),"AWS, Team Leadership, Problem Solving, SQL","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","MSc Data Science, Carnegie Mellon University","German, French",Data Scientist project: Outcome - Streamline sticky relationships; Security Analyst project: Outcome - Syndicate seamless web services,No,3.1,1.7,3.8,5.0,4.1,Creative,Avoidant,Structured,Shaper,Medium,Finance,Hybrid,Small (1-5),Innovation,High,Data Analyst
Jennifer James,DevOps Engineer (4 yrs); Business Analyst (3 yrs),"Problem Solving, Communication, Python, Team Leadership","PMP, Certified Information Systems Security Professional (CISSP)","BEng Software Engineering, University of California","German, Japanese",Cloud Architect project: Outcome - Engage enterprise interfaces; Cloud Architect project: Outcome - Iterate efficient e-services,Yes,4.7,2.0,3.3,3.9,1.7,Logical,Compromising,Structured,Coordinator,Low,Manufacturing,Remote,Medium (6-15),Innovation,Low,IT Support Specialist
Linda Williams,Data Scientist (2 yrs); Security Analyst (5 yrs),"Python, Critical Thinking, Problem Solving, Docker","CompTIA Security+, Cisco CCNA","BSc Computer Science, University of Texas","Mandarin, German",Project Manager project: Outcome - Exploit strategic markets; Security Analyst project: Outcome - Maximize frictionless initiatives,Yes,1.3,4.9,2.2,1.3,1.2,Creative,Competitive,Structured,Coordinator,High,Manufacturing,Remote,Large (16+),Management,Moderate,IT Support Specialist
Gail Fernandez,Software Engineer (5 yrs); Network Administrator (4 yrs),"Critical Thinking, Time Management, SQL, AWS","PMP, AWS Certified Solutions Architect","MBA, Stanford University","English, Japanese",Business Analyst project: Outcome - Synthesize back-end systems; DevOps Engineer project: Outcome - Reinvent granular e-services,Yes,2.9,4.8,3.8,2.9,1.0,Logical,Avoidant,Balanced,Coordinator,Low,Retail,Hybrid,Large (16+),Leadership,Low,IT Support Specialist
Brandy Rivera,Data Scientist (1 yrs); DevOps Engineer (3 yrs),"SQL, Critical Thinking, Communication, Java","AWS Certified Solutions Architect, CompTIA Security+","BEng Software Engineering, MIT","Japanese, English",Cloud Architect project: Outcome - E-enable clicks-and-mortar channels; Data Scientist project: Outcome - Transform bricks-and-clicks technologies,No,4.7,2.7,2.2,5.0,2.1,Analytical,Avoidant,Structured,Completer-Finisher,High,Retail,Hybrid,Large (16+),Innovation,Moderate,Backend Developer
